CRM ID,CRM Group,CRM Type,Matrix,Mineralisation Style,Analysis Method,Element,Unit,Certified Value,Sort Grade,1SD,95% CI Low,95% CI High,Status
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Dysprosium, Dy",ppm,4.95,4.95346,0.83,4.04,5.87,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Erbium, Er",ppm,1.83,1.83221,0.22,1.56,2.11,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Europium, Eu",ppm,4.51,4.50714,0.59,3.83,5.18,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Iron, Fe",wt.%,4.17,41675.2,0.146,4.11,4.23,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Gallium, Ga",ppm,48.4,48.3888,1.56,47.5,49.3,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Hafnium, Hf",ppm,2.9,2.903,0.213,2.82,2.99,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Holmium, Ho",ppm,0.67,0.670991,0.09,0.56,0.79,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Indium, In",ppm,11.3,11.2979,0.88,10.7,11.9,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Potassium, K",wt.%,1.38,13763.2,0.043,1.36,1.39,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Lanthanum, La",ppm,235,235.381,25,223,248,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Lithium, Li",wt.%,0.993,9926.4,0.027,0.981,1.004,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Lithium oxide, Li2O",wt.%,2.14,21368.6,0.059,2.11,2.16,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Lutetium, Lu",ppm,0.19,0.190595,0.02,0.17,0.21,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Magnesium, Mg",wt.%,0.533,5327.3,0.022,0.523,0.542,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Manganese, Mn",wt.%,0.045,448.079,0.002,0.044,0.046,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Molybdenum, Mo",ppm,10.8,10.838,0.52,10.6,11.1,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Sodium, Na",wt.%,0.932,9318.36,0.126,0.873,0.991,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Niobium, Nb",wt.%,0.631,6310.24,0.022,0.614,0.648,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Neodymium, Nd",ppm,153,153.479,7,145,161,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Nickel, Ni",ppm,31.6,31.6225,1.5,30.9,32.3,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Phosphorus, P",wt.%,0.096,955.147,0.013,0.089,0.102,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Lead, Pb",ppm,36.1,36.0861,2.72,34.5,37.6,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Praseodymium, Pr",ppm,48.7,48.682,2.25,45.9,51.5,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Rubidium, Rb",ppm,775,774.619,59,748,802,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Antimony, Sb",ppm,28.3,28.3091,1.95,27.3,29.3,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Scandium, Sc",ppm,7.51,7.50765,0.407,7.33,7.68,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Samarium, Sm",ppm,19.8,19.8353,0.71,19.1,20.6,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Strontium, Sr",ppm,221,221.262,10,217,226,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Tantalum, Ta",ppm,26.5,26.4662,2.8,24.7,28.2,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Terbium, Tb",ppm,1.12,1.12406,0.088,1.06,1.19,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Thorium, Th",ppm,108,107.654,6,105,110,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Titanium, Ti",wt.%,0.356,3556.55,0.023,0.346,0.366,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Thallium, Tl",ppm,6.98,6.97707,0.467,6.73,7.22,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Thulium, Tm",ppm,0.2,0.201333,0.03,0.16,0.24,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Uranium, U",ppm,22.1,22.1007,2.4,21,23.2,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Vanadium, V",ppm,73,72.9449,5.1,70,76,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Yttrium, Y",ppm,16.3,16.2609,1.47,15.5,17,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Ytterbium, Yb",ppm,1.26,1.25964,0.072,1.22,1.3,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Zinc, Zn",ppm,350,350.202,10,346,354,Archived
OREAS 149,Li ore,primary,pegmatite,pegmatitic,4-Acid Digestion,"Zirconium, Zr",ppm,77,77.3681,6.2,75,80,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,Pb/NiS Fire Assay,"Platinum, Pt",ppb,99,0.099,8,96,102,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Copper, Cu",wt.%,0.997,9970,0.023,0.979,1.015,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Nickel, Ni",wt.%,2.1,21000,0.07,2.04,2.14,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,Pb Fire Assay,"Gold, Au",ppb,51,0.051,6,50,52,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,NiS Fire Assay,"Iridium, Ir",ppb,46,0.046,2,44,48,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,NiS Fire Assay,"Osmium, Os",ppb,70,0.07,17,54,86,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,NiS Fire Assay,"Rhodium, Rh",ppb,60,0.06,6,53,67,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,NiS Fire Assay,"Ruthenium, Ru",ppb,108,0.108,7,102,114,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,Pb/NiS Fire Assay,"Palladium, Pd",ppb,149,0.149,8,147,153,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,Borate / Peroxide Fusion ICP,"Chromium, Cr",ppm,52,52,5,46,59,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,Borate / Peroxide Fusion ICP,"Zirconium, Zr",ppm,189,189,6,174,204,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Aluminium, Al",wt.%,2.26,22600,0.14,2.15,2.37,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Arsenic, As",ppm,5,4.95,IND,IND,IND,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Barium, Ba",ppm,343,343,39,322,364,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Calcium, Ca",wt.%,0.99,9900,0.07,0.95,1.03,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Cobalt, Co",ppm,754,754,19,739,769,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Chromium, Cr",ppm,45,45,2,43,46,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Iron, Fe",wt.%,37.1,371000,1.6,36.1,38.1,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Potassium, K",wt.%,0.87,8700,0.05,0.084,0.9,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Magnesium, Mg",wt.%,0.28,2800,0.03,0.26,0.3,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Manganese, Mn",ppm,595,595,31,569,620,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Sodium, Na",wt.%,0.58,5800,0.04,0.55,0.61,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Phosphorus, P",ppm,550,550,57,510,580,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Lead, Pb",ppm,20,19.8,IND,IND,IND,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Sulphur, S",wt.%,22.8,228000,0.8,21.7,23.9,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Scandium, Sc",ppm,5.5,5.5,1.09,4.6,6.5,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Strontium, Sr",ppm,87,87,5,83,91,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Titanium, Ti",ppm,2473,2473,108,2401,2545,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Vanadium, V",ppm,67,67,3,65,69,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Zinc, Zn",ppm,81,81,6,74,88,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,4-Acid Digestion,"Zirconium, Zr",ppm,44,44,19,31,57,Archived
OREAS 14P,Ni-Cu-PGE,primary,sulphide,magmatic sulphide breccia,Infrared Combustion,"Sulphur, S",wt.%,23.8,238000,0.4,23.5,24.2,Archived
OREAS 151a,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Copper, Cu",wt.%,0.166,1660,0.005,0.162,0.169,Current
OREAS 151a,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,Pb Fire Assay,"Gold, Au",ppb,43,0.043,2,42,44,Current
OREAS 151a,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Molybdenum, Mo",ppm,40,40,3,39,41,Current
OREAS 151a,"Au <1 ppm, Au-Cu ore, Cu ore",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Sulphur, S",wt.%,0.856,8560,0.035,0.84,0.873,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Pb Fire Assay,"Gold, Au",ppb,65,0.0651119,6,63,67,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Copper, Cu",wt.%,0.182,1815.48,0.005,0.18,0.184,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Cyanide Leach,"Copper soluble (cyanidation), Cu-Sol(CN)",wt.%,0.032,320.518,0.002,0.031,0.033,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Silver, Ag",ppm,0.551,0.550885,0.068,0.523,0.579,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Aluminium, Al",wt.%,7.84,78362.7,0.331,7.69,7.98,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Arsenic, As",ppm,30.7,30.7423,3.01,29.3,32.2,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Barium, Ba",ppm,203,203.258,9,200,207,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Beryllium, Be",ppm,0.82,0.820114,0.09,0.77,0.87,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Bismuth, Bi",ppm,0.37,0.371613,0.05,0.33,0.41,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Calcium, Ca",wt.%,2.02,20201.6,0.076,1.99,2.05,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Cadmium, Cd",ppm,0.58,0.583093,0.06,0.56,0.61,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Cerium, Ce",ppm,20.1,20.1151,3.2,17.3,22.9,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Cobalt, Co",ppm,11.6,11.579,1.4,11,12.2,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Chromium, Cr",ppm,28.2,28.1732,3.5,26.8,29.6,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Caesium, Cs",ppm,1.81,1.80772,0.087,1.75,1.86,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Dysprosium, Dy",ppm,2.59,2.5892,0.147,2.51,2.67,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Erbium, Er",ppm,1.46,1.45867,0.125,1.35,1.57,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Europium, Eu",ppm,0.8,0.800363,0.069,0.73,0.87,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Iron, Fe",wt.%,3.53,35314.1,0.125,3.48,3.59,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Gallium, Ga",ppm,18.4,18.3965,1.42,17.6,19.2,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Gadolinium, Gd",ppm,2.8,2.79727,0.137,2.66,2.94,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Hafnium, Hf",ppm,1,0.99,IND,IND,IND,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Holmium, Ho",ppm,0.53,0.529157,0.045,0.47,0.59,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Indium, In",ppm,0.078,0.0778434,0.005,0.075,0.081,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Potassium, K",wt.%,1.23,12290,0.049,1.21,1.25,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Lanthanum, La",ppm,9.91,9.91352,1.02,9.45,10.38,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Lithium, Li",ppm,8.34,8.34188,0.524,8.12,8.56,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Lutetium, Lu",ppm,0.19,0.189676,0.02,0.17,0.21,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Magnesium, Mg",wt.%,1.62,16157.8,0.068,1.58,1.65,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Manganese, Mn",wt.%,0.033,334.522,0.001,0.033,0.034,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Molybdenum, Mo",ppm,55,54.8215,2.2,54,56,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Sodium, Na",wt.%,2.22,22220.6,0.081,2.19,2.26,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Niobium, Nb",ppm,3.38,3.38417,0.34,3.25,3.52,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Neodymium, Nd",ppm,11.4,11.3924,0.88,10.7,12.1,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Nickel, Ni",ppm,15.2,15.1579,1.49,14.5,15.8,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Phosphorus, P",wt.%,0.058,583.494,0.004,0.057,0.06,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Lead, Pb",ppm,43.6,43.6423,3,42.6,44.7,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Praseodymium, Pr",ppm,2.81,2.80863,0.23,2.56,3.06,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Rubidium, Rb",ppm,36.9,36.8571,5,33.6,40.1,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Rhenium, Re",ppm,0.17,0.166907,0.02,0.15,0.18,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Sulphur, S",wt.%,0.724,7238.96,0.016,0.717,0.731,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Antimony, Sb",ppm,1,0.996626,0.053,0.98,1.02,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Scandium, Sc",ppm,15.8,15.7672,1.14,15.2,16.3,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Selenium, Se",ppm,3.54,3.54073,0.59,3.23,3.85,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Samarium, Sm",ppm,2.72,2.7184,0.137,2.55,2.89,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Tin, Sn",ppm,1.83,1.83195,0.146,1.72,1.94,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Strontium, Sr",ppm,170,170.407,7,167,174,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Tantalum, Ta",ppm,0.4,0.396,IND,IND,IND,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Terbium, Tb",ppm,0.44,0.441786,0.05,0.41,0.47,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Tellurium, Te",ppm,0.11,0.113972,0.02,0.1,0.13,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Thorium, Th",ppm,2.57,2.56796,0.172,2.48,2.66,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Titanium, Ti",wt.%,0.308,3076.31,0.033,0.292,0.323,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Thallium, Tl",ppm,0.23,0.225915,0.02,0.21,0.24,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Thulium, Tm",ppm,0.21,0.20773,0.02,0.18,0.23,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Uranium, U",ppm,0.72,0.716804,0.07,0.67,0.76,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Vanadium, V",ppm,203,203.395,10,199,208,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Tungsten, W",ppm,2.36,2.35853,0.41,2.03,2.68,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Yttrium, Y",ppm,13.3,13.2932,1.22,12.6,13.9,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Ytterbium, Yb",ppm,1.38,1.38405,0.17,1.22,1.55,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Zinc, Zn",ppm,246,245.662,10,241,251,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,4-Acid Digestion,"Zirconium, Zr",ppm,17.1,17.071,3.2,15.2,18.9,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Silver, Ag",ppm,0.516,0.516463,0.04,0.504,0.529,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Aluminium, Al",wt.%,2.43,24312.4,0.108,2.38,2.48,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Arsenic, As",ppm,30.8,30.7988,1.45,30.3,31.3,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Gold, Au",ppb,65,0.0650467,4,63,67,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Barium, Ba",ppm,71,71.4309,5.5,69,74,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Beryllium, Be",ppm,0.22,0.221306,0.03,0.2,0.24,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Bismuth, Bi",ppm,0.4,0.397001,0.05,0.36,0.44,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Calcium, Ca",wt.%,1.37,13674,0.05,1.35,1.39,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Cadmium, Cd",ppm,0.58,0.581884,0.055,0.56,0.6,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Cerium, Ce",ppm,16.2,16.2279,0.56,15.8,16.7,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Cobalt, Co",ppm,10.9,10.8634,0.78,10.6,11.2,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Chromium, Cr",ppm,26.3,26.2587,1.5,25.6,27,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Caesium, Cs",ppm,1.22,1.21572,0.17,1.08,1.35,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Copper, Cu",wt.%,0.18,1798.49,0.005,0.178,0.182,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Dysprosium, Dy",ppm,2.2,2.20447,0.29,1.82,2.58,Current
OREAS 151b,"Cu ore, Au-Cu ore, Au <1 ppm",primary,quartz monzonite,porphyry copper-gold,Aqua Regia Digestion,"Erbium, Er",ppm,1.24,1.23913,0.2,0.91,1.57,Current
